CustomerID,CustomerName,Region,SignupDate
CBLANK01095,Theresa Byrd,Europe,8/30/23
CBLANK01096,Erica Wheeler,Asia,10/21/23
CBLANK01097,Beth Medina,Asia,5/27/23
CBLANK01098,Katie Reyes,Asia,3/9/23
CBLANK01099,Nathan Fisher,Europe,3/10/23
CBLANK01100,Erik Gamble,North America,12/21/23
CBLANK01101,Robert Rogers,South America,3/5/23
CBLANK01102,Eric Ellis,Europe,9/11/23
CBLANK01103,Tiffany Hudson,South America,11/25/23
CBLANK01104,Nicole Green,North America,9/21/23
CBLANK01105,Sean Bowen,Europe,6/3/23
CBLANK01106,Sean Ramirez,Europe,5/12/23
CBLANK01107,Jessica Howard,Asia,4/2/23
CBLANK01108,David Brown,South America,4/28/23
CBLANK01109,Alexis Richardson,Asia,8/15/23
CBLANK01110,Lisa Whitaker,North America,6/28/23
CBLANK01111,Valerie Haas,North America,3/26/23
CBLANK01112,Emily Brady,Europe,8/18/23
CBLANK01113,Jason Harrison,Asia,4/14/23
CBLANK01114,Linda Osborne,Asia,7/7/23
CBLANK01115,Nicole Meyers,North America,2/20/23
CBLANK01116,Tiffany Murray,Asia,8/10/23
CBLANK01117,Jacob Stout,North America,2/24/23
CBLANK01118,Bradley Hayes,Europe,7/9/23
CBLANK01119,Paula Hanna,South America,6/4/23
CBLANK01120,Jeffery Hardy,North America,12/12/23
CBLANK01121,William Green,South America,12/26/23
CBLANK01122,Jason Clark,Europe,6/12/23
CBLANK01123,Chelsey Baker,South America,8/25/23
CBLANK01124,Michael Martinez,Europe,8/27/23
CBLANK01125,Kimberly Scott,Asia,4/7/23
CBLANK01126,Kylie Green,Asia,11/20/23
CBLANK01127,Monica Daniels,South America,2/22/23
CBLANK01128,Anthony Simpson,South America,9/14/23
CBLANK01129,Jacob Huerta,North America,6/27/23
CBLANK01130,Ryan Macias,South America,10/21/23
CBLANK01131,Willie Davis,North America,1/25/23
CBLANK01132,Benjamin Hancock,Asia,9/23/23
CBLANK01133,Kathryn Irwin,South America,10/5/23
CBLANK01134,Matthew Wilson,Asia,4/11/23
CBLANK01135,Carly Morris,Europe,10/11/23
CBLANK01136,Mr. Ruben Vasquez MD,South America,5/19/23
CBLANK01137,Keith Schroeder,South America,3/10/23
CBLANK01138,Julia Lambert,South America,6/26/23
CBLANK01139,Matthew Ward,South America,7/16/23
CBLANK01140,Susan Powers DDS,South America,10/28/23
CBLANK01141,Chad Lopez,Europe,5/16/23
CBLANK01142,Wendy Bartlett,Europe,5/14/23
CBLANK01143,Jessica Spence,North America,5/23/23
CBLANK01144,Travis Moore,South America,5/17/23
CBLANK01145,Kristen Wagner,South America,2/25/23
CBLANK01146,Christian Gibson,South America,7/27/23
CBLANK01147,Steven Johnson,Asia,5/3/23
CBLANK01148,Nancy Johnson,South America,8/19/23
CBLANK01149,Mark Kaiser,North America,9/23/23
CBLANK01150,Benjamin Koch,North America,1/21/23
CBLANK01151,Anita Gibson,Europe,9/22/23
CBLANK01152,Deborah Collins,Europe,4/30/23
CBLANK01153,Edward Henderson,South America,1/23/23
CBLANK01154,Joanne Schaefer,North America,8/23/23
CBLANK01155,Jodi Delgado,South America,5/8/23
CBLANK01156,Jorge Green,Europe,1/22/23
CBLANK01157,Robert Mclaughlin,North America,11/26/23
CBLANK01158,Charles Anderson,North America,8/22/23
CBLANK01159,Melissa Martinez,North America,2/17/23
CBLANK01160,Michael Holmes,North America,9/28/23
CBLANK01161,Shawn Holt,South America,4/28/23
CBLANK01162,Bridget Shaw,South America,10/2/23
CBLANK01163,Tasha Bentley,South America,11/7/23
CBLANK01164,Alan Ramirez,Europe,3/27/23
CBLANK01165,Kenneth Moore,South America,8/31/23
CBLANK01166,Mark Monroe,South America,8/22/23
CBLANK01167,Lisa Lamb,Asia,5/6/23
CBLANK01168,Barry White,South America,3/1/23
CBLANK01169,Robert Weaver,Europe,3/17/23
CBLANK01170,Ronald Hatfield,North America,4/26/23
CBLANK01171,Mary Jennings,Europe,6/16/23
CBLANK01172,Joshua White,Asia,8/21/23
CBLANK01173,Cynthia Galvan,Asia,4/10/23
CBLANK01174,Ryan Garcia,North America,3/13/23
CBLANK01175,Travis Lambert,Europe,12/15/23
CBLANK01176,Shawn Delgado,North America,6/16/23
CBLANK01177,Sarah Hernandez,Europe,12/14/23
CBLANK01178,Theresa King,South America,1/11/23
CBLANK01179,Danielle Brock,Asia,8/17/23
CBLANK01180,Kyle Smith,Asia,6/2/23
CBLANK01181,Dana Hernandez,Asia,10/5/23
CBLANK01182,Thomas Harris,Asia,6/28/23
CBLANK01183,Amy Shepard,Europe,5/19/23
CBLANK01184,Natalie Jackson,Asia,4/6/23
CBLANK01185,Taylor Roberts,Asia,3/10/23
CBLANK01186,Katelyn Garza,Europe,11/14/23
CBLANK01187,Jesus Thompson,Europe,1/19/23
CBLANK01188,Scott Mann,South America,11/12/23
CBLANK01189,Crystal Delacruz,South America,12/17/23
CBLANK01190,Aaron Stanley,South America,3/22/23
CBLANK01191,Mary Hernandez,North America,1/18/23
CBLANK01192,Paul Houston,North America,12/7/23
CBLANK01193,Denise Ross MD,South America,11/11/23
CBLANK01194,Joshua Joseph,Asia,6/10/23
CBLANK01195,Kathleen Lee,Europe,4/29/23
CBLANK01196,Aaron Scott,North America,11/28/23
CBLANK01197,Joseph Ashley,South America,6/2/23
CBLANK01198,Sarah Keith,North America,1/20/23
CBLANK01199,Emily Huerta,Asia,11/10/23
CBLANK01200,Sarah Smith,Europe,6/7/23
